,id,name,type,variable,year,PopDensity,Area_1,Area_2
861912,0500000US51145,"Powhatan County, Virginia",county,density,2018,109.807,Powhatan County,Virginia
861915,0500000US51163,"Rockbridge County, Virginia",county,density,2018,37.668,Rockbridge County,Virginia
861918,0500000US51171,"Shenandoah County, Virginia",county,density,2018,84.605,Shenandoah County,Virginia
861921,0500000US51061,"Fauquier County, Virginia",county,density,2018,106.75,Fauquier County,Virginia
861924,0500000US51036,"Charles City County, Virginia",county,density,2018,38.262,Charles City County,Virginia
861927,0500000US51047,"Culpeper County, Virginia",county,density,2018,133.031,Culpeper County,Virginia
861930,0500000US51053,"Dinwiddie County, Virginia",county,density,2018,56.198,Dinwiddie County,Virginia
861933,0500000US51079,"Greene County, Virginia",county,density,2018,124.227,Greene County,Virginia
861936,0500000US51085,"Hanover County, Virginia",county,density,2018,222.926,Hanover County,Virginia
861939,0500000US51111,"Lunenburg County, Virginia",county,density,2018,28.441999999999997,Lunenburg County,Virginia
861942,0500000US51137,"Orange County, Virginia",county,density,2018,104.5,Orange County,Virginia
861945,0500000US51660,"Harrisonburg city, Virginia",county,density,2018,3065.264,Harrisonburg city,Virginia
861948,0500000US51595,"Emporia city, Virginia",county,density,2018,780.554,Emporia city,Virginia
861951,0500000US51197,"Wythe County, Virginia",county,density,2018,62.665,Wythe County,Virginia
861954,0500000US51550,"Chesapeake city, Virginia",county,density,2018,697.828,Chesapeake city,Virginia
861957,0500000US51003,"Albemarle County, Virginia",county,density,2018,147.572,Albemarle County,Virginia
861960,0500000US51019,"Bedford County, Virginia",county,density,2018,103.461,Bedford County,Virginia
861963,0500000US51023,"Botetourt County, Virginia",county,density,2018,61.386,Botetourt County,Virginia
861966,0500000US51195,"Wise County, Virginia",county,density,2018,96.791,Wise County,Virginia
861969,0500000US51520,"Bristol city, Virginia",county,density,2018,1294.3210000000001,Bristol city,Virginia
861972,0500000US51740,"Portsmouth city, Virginia",county,density,2018,2832.199,Portsmouth city,Virginia
861975,0500000US51830,"Williamsburg city, Virginia",county,density,2018,1639.0970000000002,Williamsburg city,Virginia
861978,0500000US51005,"Alleghany County, Virginia",county,density,2018,34.315,Alleghany County,Virginia
861981,0500000US51035,"Carroll County, Virginia",county,density,2018,62.647,Carroll County,Virginia
861984,0500000US51191,"Washington County, Virginia",county,density,2018,96.985,Washington County,Virginia
861987,0500000US51133,"Northumberland County, Virginia",county,density,2018,63.896,Northumberland County,Virginia
861990,0500000US51139,"Page County, Virginia",county,density,2018,76.399,Page County,Virginia
861993,0500000US51187,"Warren County, Virginia",county,density,2018,184.803,Warren County,Virginia
861996,0500000US51510,"Alexandria city, Virginia",county,density,2018,10414.924,Alexandria city,Virginia
861999,0500000US51630,"Fredericksburg city, Virginia",county,density,2018,2726.8720000000003,Fredericksburg city,Virginia
862002,0500000US51650,"Hampton city, Virginia",county,density,2018,2637.115,Hampton city,Virginia
862005,0500000US51013,"Arlington County, Virginia",county,density,2018,8924.261999999999,Arlington County,Virginia
862008,0500000US51670,"Hopewell city, Virginia",county,density,2018,2180.141,Hopewell city,Virginia
862011,0500000US51027,"Buchanan County, Virginia",county,density,2018,44.033,Buchanan County,Virginia
862014,0500000US51069,"Frederick County, Virginia",county,density,2018,205.93400000000003,Frederick County,Virginia
862017,0500000US51179,"Stafford County, Virginia",county,density,2018,535.4490000000001,Stafford County,Virginia
862020,0500000US51199,"York County, Virginia",county,density,2018,645.036,York County,Virginia
862023,0500000US51760,"Richmond city, Virginia",county,density,2018,3741.933,Richmond city,Virginia
862026,0500000US51125,"Nelson County, Virginia",county,density,2018,31.458000000000002,Nelson County,Virginia
862029,0500000US51143,"Pittsylvania County, Virginia",county,density,2018,63.653,Pittsylvania County,Virginia
862032,0500000US51720,"Norton city, Virginia",county,density,2018,533.361,Norton city,Virginia
862035,0500000US51065,"Fluvanna County, Virginia",county,density,2018,91.89299999999999,Fluvanna County,Virginia
862038,0500000US51007,"Amelia County, Virginia",county,density,2018,36.181,Amelia County,Virginia
862041,0500000US51840,"Winchester city, Virginia",county,density,2018,3009.842,Winchester city,Virginia
862044,0500000US51001,"Accomack County, Virginia",county,density,2018,72.842,Accomack County,Virginia
862047,0500000US51063,"Floyd County, Virginia",county,density,2018,41.181000000000004,Floyd County,Virginia
862050,0500000US51077,"Grayson County, Virginia",county,density,2018,35.757,Grayson County,Virginia
862053,0500000US51135,"Nottoway County, Virginia",county,density,2018,49.301,Nottoway County,Virginia
862056,0500000US54033,"Harrison County, West Virginia",county,density,2018,163.96099999999998,Harrison County,West Virginia
862059,0500000US54069,"Ohio County, West Virginia",county,density,2018,402.069,Ohio County,West Virginia
862062,0500000US54013,"Calhoun County, West Virginia",county,density,2018,26.485,Calhoun County,West Virginia
862065,0500000US54065,"Morgan County, West Virginia",county,density,2018,76.936,Morgan County,West Virginia
862068,0500000US54081,"Raleigh County, West Virginia",county,density,2018,125.93,Raleigh County,West Virginia
862071,0500000US54007,"Braxton County, West Virginia",county,density,2018,27.959,Braxton County,West Virginia
862074,0500000US54001,"Barbour County, West Virginia",county,density,2018,49.053000000000004,Barbour County,West Virginia
862077,0500000US54047,"McDowell County, West Virginia",county,density,2018,36.024,McDowell County,West Virginia
862080,0500000US54099,"Wayne County, West Virginia",county,density,2018,80.454,Wayne County,West Virginia
862083,0500000US54109,"Wyoming County, West Virginia",county,density,2018,43.47,Wyoming County,West Virginia
862086,0500000US54035,"Jackson County, West Virginia",county,density,2018,62.492,Jackson County,West Virginia
862089,0500000US54055,"Mercer County, West Virginia",county,density,2018,144.36,Mercer County,West Virginia
862092,0500000US54097,"Upshur County, West Virginia",county,density,2018,69.381,Upshur County,West Virginia
862095,0500000US54101,"Webster County, West Virginia",county,density,2018,15.39,Webster County,West Virginia
862098,0500000US54003,"Berkeley County, West Virginia",county,density,2018,353.41,Berkeley County,West Virginia
862101,0500000US54019,"Fayette County, West Virginia",county,density,2018,66.70100000000001,Fayette County,West Virginia
862104,0500000US54023,"Grant County, West Virginia",county,density,2018,24.386,Grant County,West Virginia
862107,0500000US54027,"Hampshire County, West Virginia",county,density,2018,36.491,Hampshire County,West Virginia
862110,0500000US54089,"Summers County, West Virginia",county,density,2018,36.115,Summers County,West Virginia
862113,0500000US54009,"Brooke County, West Virginia",county,density,2018,255.278,Brooke County,West Virginia
862116,0500000US54017,"Doddridge County, West Virginia",county,density,2018,26.698,Doddridge County,West Virginia
862119,0500000US54057,"Mineral County, West Virginia",county,density,2018,83.208,Mineral County,West Virginia
862122,0500000US54025,"Greenbrier County, West Virginia",county,density,2018,34.669000000000004,Greenbrier County,West Virginia
862125,0500000US54031,"Hardy County, West Virginia",county,density,2018,23.771,Hardy County,West Virginia
862128,0500000US54049,"Marion County, West Virginia",county,density,2018,182.995,Marion County,West Virginia
862131,0500000US54059,"Mingo County, West Virginia",county,density,2018,58.474,Mingo County,West Virginia
862134,0500000US54029,"Hancock County, West Virginia",county,density,2018,359.281,Hancock County,West Virginia
862137,0500000US54041,"Lewis County, West Virginia",county,density,2018,42.287,Lewis County,West Virginia
862140,0500000US54067,"Nicholas County, West Virginia",county,density,2018,39.150999999999996,Nicholas County,West Virginia
862143,0500000US54075,"Pocahontas County, West Virginia",county,density,2018,9.073,Pocahontas County,West Virginia
862146,0500000US54095,"Tyler County, West Virginia",county,density,2018,34.760999999999996,Tyler County,West Virginia
862149,0500000US54083,"Randolph County, West Virginia",county,density,2018,27.956,Randolph County,West Virginia
862152,0500000US54091,"Taylor County, West Virginia",county,density,2018,98.11200000000001,Taylor County,West Virginia
862155,0500000US54105,"Wirt County, West Virginia",county,density,2018,24.932,Wirt County,West Virginia
862158,0500000US54015,"Clay County, West Virginia",county,density,2018,25.694000000000003,Clay County,West Virginia
862161,0500000US54021,"Gilmer County, West Virginia",county,density,2018,24.239,Gilmer County,West Virginia
862164,0500000US54061,"Monongalia County, West Virginia",county,density,2018,292.316,Monongalia County,West Virginia
862167,0500000US54063,"Monroe County, West Virginia",county,density,2018,28.486,Monroe County,West Virginia
862170,0500000US54103,"Wetzel County, West Virginia",county,density,2018,43.607,Wetzel County,West Virginia
862173,0500000US54011,"Cabell County, West Virginia",county,density,2018,339.189,Cabell County,West Virginia
862176,0500000US54039,"Kanawha County, West Virginia",county,density,2018,205.981,Kanawha County,West Virginia
862179,0500000US54071,"Pendleton County, West Virginia",county,density,2018,10.137,Pendleton County,West Virginia
862182,0500000US54077,"Preston County, West Virginia",county,density,2018,52.153,Preston County,West Virginia
862185,0500000US53035,"Kitsap County, Washington",county,density,2018,664.592,Kitsap County,Washington
862188,0500000US53033,"King County, Washington",county,density,2018,1022.543,King County,Washington
862191,0500000US53051,"Pend Oreille County, Washington",county,density,2018,9.442,Pend Oreille County,Washington
862194,0500000US53055,"San Juan County, Washington",county,density,2018,94.719,San Juan County,Washington
862197,0500000US53075,"Whitman County, Washington",county,density,2018,22.506,Whitman County,Washington
862200,0500000US53077,"Yakima County, Washington",county,density,2018,58.045,Yakima County,Washington
862203,0500000US53015,"Cowlitz County, Washington",county,density,2018,92.193,Cowlitz County,Washington
862206,0500000US53019,"Ferry County, Washington",county,density,2018,3.4389999999999996,Ferry County,Washington
862209,0500000US53041,"Lewis County, Washington",county,density,2018,32.024,Lewis County,Washington
862212,0500000US53027,"Grays Harbor County, Washington",county,density,2018,37.836999999999996,Grays Harbor County,Washington
862215,0500000US53029,"Island County, Washington",county,density,2018,391.63599999999997,Island County,Washington
862218,0500000US53069,"Wahkiakum County, Washington",county,density,2018,15.905,Wahkiakum County,Washington
862221,0500000US53021,"Franklin County, Washington",county,density,2018,72.985,Franklin County,Washington
862224,0500000US53025,"Grant County, Washington",county,density,2018,35.402,Grant County,Washington
862227,0500000US53073,"Whatcom County, Washington",county,density,2018,102.90799999999999,Whatcom County,Washington
862230,0500000US53047,"Okanogan County, Washington",county,density,2018,7.904,Okanogan County,Washington
862233,0500000US53037,"Kittitas County, Washington",county,density,2018,19.512,Kittitas County,Washington
862236,0500000US53005,"Benton County, Washington",county,density,2018,114.191,Benton County,Washington
862239,0500000US53013,"Columbia County, Washington",county,density,2018,4.606,Columbia County,Washington
862242,0500000US53003,"Asotin County, Washington",county,density,2018,35.109,Asotin County,Washington
862245,0500000US53023,"Garfield County, Washington",county,density,2018,3.1289999999999996,Garfield County,Washington
862248,0500000US53045,"Mason County, Washington",county,density,2018,65.27600000000001,Mason County,Washington
862251,0500000US53065,"Stevens County, Washington",county,density,2018,17.844,Stevens County,Washington
862254,0500000US53063,"Spokane County, Washington",county,density,2018,282.275,Spokane County,Washington
862257,0500000US53007,"Chelan County, Washington",county,density,2018,25.94,Chelan County,Washington
862260,0500000US55105,"Rock County, Wisconsin",county,density,2018,225.26,Rock County,Wisconsin
862263,0500000US55137,"Waushara County, Wisconsin",county,density,2018,38.515,Waushara County,Wisconsin
862266,0500000US55001,"Adams County, Wisconsin",county,density,2018,31.09,Adams County,Wisconsin
862269,0500000US55007,"Bayfield County, Wisconsin",county,density,2018,10.144,Bayfield County,Wisconsin
862272,0500000US55065,"Lafayette County, Wisconsin",county,density,2018,26.413,Lafayette County,Wisconsin
862275,0500000US55081,"Monroe County, Wisconsin",county,density,2018,50.513999999999996,Monroe County,Wisconsin
862278,0500000US55093,"Pierce County, Wisconsin",county,density,2018,72.51100000000001,Pierce County,Wisconsin
862281,0500000US55141,"Wood County, Wisconsin",county,density,2018,92.387,Wood County,Wisconsin
862284,0500000US55003,"Ashland County, Wisconsin",county,density,2018,15.035,Ashland County,Wisconsin
862287,0500000US55015,"Calumet County, Wisconsin",county,density,2018,156.51,Calumet County,Wisconsin
862290,0500000US55037,"Florence County, Wisconsin",county,density,2018,8.884,Florence County,Wisconsin
862293,0500000US55019,"Clark County, Wisconsin",county,density,2018,28.509,Clark County,Wisconsin
862296,0500000US55055,"Jefferson County, Wisconsin",county,density,2018,152.122,Jefferson County,Wisconsin
862299,0500000US55059,"Kenosha County, Wisconsin",county,density,2018,618.882,Kenosha County,Wisconsin
862302,0500000US55051,"Iron County, Wisconsin",county,density,2018,7.537999999999999,Iron County,Wisconsin
862305,0500000US55109,"St. Croix County, Wisconsin",county,density,2018,121.713,St. Croix County,Wisconsin
862308,0500000US55083,"Oconto County, Wisconsin",county,density,2018,37.632,Oconto County,Wisconsin
862311,0500000US55069,"Lincoln County, Wisconsin",county,density,2018,31.682,Lincoln County,Wisconsin
862314,0500000US55135,"Waupaca County, Wisconsin",county,density,2018,68.80199999999999,Waupaca County,Wisconsin
862317,0500000US55005,"Barron County, Wisconsin",county,density,2018,52.453,Barron County,Wisconsin
862320,0500000US55113,"Sawyer County, Wisconsin",county,density,2018,13.02,Sawyer County,Wisconsin
862323,0500000US55047,"Green Lake County, Wisconsin",county,density,2018,53.678000000000004,Green Lake County,Wisconsin
862326,0500000US55077,"Marquette County, Wisconsin",county,density,2018,33.378,Marquette County,Wisconsin
862329,0500000US55075,"Marinette County, Wisconsin",county,density,2018,28.969,Marinette County,Wisconsin
862332,0500000US55101,"Racine County, Wisconsin",county,density,2018,587.6619999999999,Racine County,Wisconsin
862335,0500000US55139,"Winnebago County, Wisconsin",county,density,2018,391.096,Winnebago County,Wisconsin
862338,0500000US55041,"Forest County, Wisconsin",county,density,2018,8.892999999999999,Forest County,Wisconsin
862341,0500000US55043,"Grant County, Wisconsin",county,density,2018,45.192,Grant County,Wisconsin
862344,0500000US55107,"Rusk County, Wisconsin",county,density,2018,15.525,Rusk County,Wisconsin
862347,0500000US55117,"Sheboygan County, Wisconsin",county,density,2018,225.333,Sheboygan County,Wisconsin
862350,0500000US55067,"Langlade County, Wisconsin",county,density,2018,22.011,Langlade County,Wisconsin
862353,0500000US55087,"Outagamie County, Wisconsin",county,density,2018,289.8,Outagamie County,Wisconsin
862356,0500000US55123,"Vernon County, Wisconsin",county,density,2018,38.551,Vernon County,Wisconsin
862359,0500000US55021,"Columbia County, Wisconsin",county,density,2018,74.398,Columbia County,Wisconsin
862362,0500000US55061,"Kewaunee County, Wisconsin",county,density,2018,59.442,Kewaunee County,Wisconsin
862365,0500000US55009,"Brown County, Wisconsin",county,density,2018,490.43199999999996,Brown County,Wisconsin
862368,0500000US55073,"Marathon County, Wisconsin",county,density,2018,87.55,Marathon County,Wisconsin
862371,0500000US55085,"Oneida County, Wisconsin",county,density,2018,31.756999999999998,Oneida County,Wisconsin
862374,0500000US55121,"Trempealeau County, Wisconsin",county,density,2018,40.163000000000004,Trempealeau County,Wisconsin
862377,0500000US55129,"Washburn County, Wisconsin",county,density,2018,19.682000000000002,Washburn County,Wisconsin
862380,0500000US55027,"Dodge County, Wisconsin",county,density,2018,100.244,Dodge County,Wisconsin
862383,0500000US55127,"Walworth County, Wisconsin",county,density,2018,185.567,Walworth County,Wisconsin
862386,0500000US55023,"Crawford County, Wisconsin",county,density,2018,28.541999999999998,Crawford County,Wisconsin
862389,0500000US55071,"Manitowoc County, Wisconsin",county,density,2018,134.798,Manitowoc County,Wisconsin
862392,0500000US55111,"Sauk County, Wisconsin",county,density,2018,76.539,Sauk County,Wisconsin
862395,0500000US55013,"Burnett County, Wisconsin",county,density,2018,18.565,Burnett County,Wisconsin
862398,0500000US55017,"Chippewa County, Wisconsin",county,density,2018,63.107,Chippewa County,Wisconsin
862401,0500000US55029,"Door County, Wisconsin",county,density,2018,56.93,Door County,Wisconsin
862404,0500000US55031,"Douglas County, Wisconsin",county,density,2018,33.28,Douglas County,Wisconsin
862407,0500000US55053,"Jackson County, Wisconsin",county,density,2018,20.761,Jackson County,Wisconsin
862410,0500000US55049,"Iowa County, Wisconsin",county,density,2018,30.974,Iowa County,Wisconsin
862413,0500000US55089,"Ozaukee County, Wisconsin",county,density,2018,378.776,Ozaukee County,Wisconsin
862416,0500000US55103,"Richland County, Wisconsin",county,density,2018,29.921999999999997,Richland County,Wisconsin
862419,0500000US56005,"Campbell County, Wyoming",county,density,2018,9.934,Campbell County,Wyoming
862422,0500000US56019,"Johnson County, Wyoming",county,density,2018,2.05,Johnson County,Wyoming
862425,0500000US56025,"Natrona County, Wyoming",county,density,2018,15.095,Natrona County,Wyoming
862428,0500000US56009,"Converse County, Wyoming",county,density,2018,3.29,Converse County,Wyoming
862431,0500000US56027,"Niobrara County, Wyoming",county,density,2018,0.932,Niobrara County,Wyoming
862434,0500000US56039,"Teton County, Wyoming",county,density,2018,5.771,Teton County,Wyoming
862437,0500000US56037,"Sweetwater County, Wyoming",county,density,2018,4.231,Sweetwater County,Wyoming
862440,0500000US56031,"Platte County, Wyoming",county,density,2018,4.1610000000000005,Platte County,Wyoming
862443,0500000US56029,"Park County, Wyoming",county,density,2018,4.195,Park County,Wyoming
862446,0500000US56033,"Sheridan County, Wyoming",county,density,2018,11.890999999999998,Sheridan County,Wyoming
862449,0500000US56003,"Big Horn County, Wyoming",county,density,2018,3.7939999999999996,Big Horn County,Wyoming
862452,0500000US56011,"Crook County, Wyoming",county,density,2018,2.596,Crook County,Wyoming
862455,0500000US56001,"Albany County, Wyoming",county,density,2018,8.915,Albany County,Wyoming
862458,0500000US56007,"Carbon County, Wyoming",county,density,2018,1.96,Carbon County,Wyoming
862461,0500000US56015,"Goshen County, Wyoming",county,density,2018,6.037999999999999,Goshen County,Wyoming
862464,0500000US56041,"Uinta County, Wyoming",county,density,2018,9.902000000000001,Uinta County,Wyoming
862467,0500000US56043,"Washakie County, Wyoming",county,density,2018,3.6310000000000002,Washakie County,Wyoming
862470,0500000US56017,"Hot Springs County, Wyoming",county,density,2018,2.335,Hot Springs County,Wyoming
862473,0500000US56013,"Fremont County, Wyoming",county,density,2018,4.364,Fremont County,Wyoming
862476,0500000US56035,"Sublette County, Wyoming",county,density,2018,2.036,Sublette County,Wyoming
862479,0500000US56045,"Weston County, Wyoming",county,density,2018,2.9610000000000003,Weston County,Wyoming
862482,0500000US01099,"Monroe County, Alabama",county,density,2018,20.974,Monroe County,Alabama
862485,0500000US01079,"Lawrence County, Alabama",county,density,2018,48.027,Lawrence County,Alabama
862488,0500000US01081,"Lee County, Alabama",county,density,2018,262.185,Lee County,Alabama
862491,0500000US01107,"Pickens County, Alabama",county,density,2018,23.029,Pickens County,Alabama
862494,0500000US01119,"Sumter County, Alabama",county,density,2018,14.366,Sumter County,Alabama
862497,0500000US01023,"Choctaw County, Alabama",county,density,2018,14.312999999999999,Choctaw County,Alabama
862500,0500000US01091,"Marengo County, Alabama",county,density,2018,20.0,Marengo County,Alabama
862503,0500000US01113,"Russell County, Alabama",county,density,2018,90.796,Russell County,Alabama
862506,0500000US01039,"Covington County, Alabama",county,density,2018,36.247,Covington County,Alabama
862509,0500000US01041,"Crenshaw County, Alabama",county,density,2018,22.773000000000003,Crenshaw County,Alabama
862512,0500000US01077,"Lauderdale County, Alabama",county,density,2018,138.66299999999998,Lauderdale County,Alabama
862515,0500000US01085,"Lowndes County, Alabama",county,density,2018,14.298,Lowndes County,Alabama
862518,0500000US01083,"Limestone County, Alabama",county,density,2018,166.183,Limestone County,Alabama
862521,0500000US01115,"St. Clair County, Alabama",county,density,2018,138.164,St. Clair County,Alabama
862524,0500000US01133,"Winston County, Alabama",county,density,2018,38.949,Winston County,Alabama
862527,0500000US01043,"Cullman County, Alabama",county,density,2018,112.015,Cullman County,Alabama
862530,0500000US01051,"Elmore County, Alabama",county,density,2018,131.308,Elmore County,Alabama
862533,0500000US01071,"Jackson County, Alabama",county,density,2018,48.331,Jackson County,Alabama
862536,0500000US01121,"Talladega County, Alabama",county,density,2018,109.348,Talladega County,Alabama
862539,0500000US01129,"Washington County, Alabama",county,density,2018,15.407,Washington County,Alabama
862542,0500000US01031,"Coffee County, Alabama",county,density,2018,75.538,Coffee County,Alabama
862545,0500000US01103,"Morgan County, Alabama",county,density,2018,205.618,Morgan County,Alabama
862548,0500000US01021,"Chilton County, Alabama",county,density,2018,63.403999999999996,Chilton County,Alabama
862551,0500000US01033,"Colbert County, Alabama",county,density,2018,91.956,Colbert County,Alabama
862554,0500000US01045,"Dale County, Alabama",county,density,2018,87.775,Dale County,Alabama
862557,0500000US01055,"Etowah County, Alabama",county,density,2018,192.41299999999998,Etowah County,Alabama
862560,0500000US01049,"DeKalb County, Alabama",county,density,2018,91.62299999999999,DeKalb County,Alabama
862563,0500000US01075,"Lamar County, Alabama",county,density,2018,23.035999999999998,Lamar County,Alabama
862566,0500000US01111,"Randolph County, Alabama",county,density,2018,38.884,Randolph County,Alabama
862569,0500000US01097,"Mobile County, Alabama",county,density,2018,337.276,Mobile County,Alabama
862572,0500000US01127,"Walker County, Alabama",county,density,2018,81.514,Walker County,Alabama
862575,0500000US01029,"Cleburne County, Alabama",county,density,2018,26.67,Cleburne County,Alabama
862578,0500000US01063,"Greene County, Alabama",county,density,2018,13.020999999999999,Greene County,Alabama
862581,0500000US01005,"Barbour County, Alabama",county,density,2018,29.136,Barbour County,Alabama
862584,0500000US01011,"Bullock County, Alabama",county,density,2018,16.622,Bullock County,Alabama
862587,0500000US01015,"Calhoun County, Alabama",county,density,2018,189.972,Calhoun County,Alabama
862590,0500000US01025,"Clarke County, Alabama",county,density,2018,19.691,Clarke County,Alabama
862593,0500000US01101,"Montgomery County, Alabama",county,density,2018,289.374,Montgomery County,Alabama
862596,0500000US01095,"Marshall County, Alabama",county,density,2018,168.148,Marshall County,Alabama
862599,0500000US01067,"Henry County, Alabama",county,density,2018,30.483,Henry County,Alabama
862602,0500000US01089,"Madison County, Alabama",county,density,2018,446.06199999999995,Madison County,Alabama
862605,0500000US01123,"Tallapoosa County, Alabama",county,density,2018,56.713,Tallapoosa County,Alabama
862608,0500000US02016,"Aleutians West Census Area, Alaska",county,density,2018,1.31,Aleutians West Census Area,Alaska
862611,0500000US01131,"Wilcox County, Alabama",county,density,2018,12.165,Wilcox County,Alabama
862614,0500000US02068,"Denali Borough, Alaska",county,density,2018,0.175,Denali Borough,Alaska
862617,0500000US02122,"Kenai Peninsula Borough, Alaska",county,density,2018,3.622,Kenai Peninsula Borough,Alaska
862620,0500000US02060,"Bristol Bay Borough, Alaska",county,density,2018,1.766,Bristol Bay Borough,Alaska
862623,0500000US02150,"Kodiak Island Borough, Alaska",county,density,2018,2.084,Kodiak Island Borough,Alaska
862626,0500000US02188,"Northwest Arctic Borough, Alaska",county,density,2018,0.217,Northwest Arctic Borough,Alaska
862629,0500000US02050,"Bethel Census Area, Alaska",county,density,2018,0.445,Bethel Census Area,Alaska
862632,0500000US02185,"North Slope Borough, Alaska",county,density,2018,0.11,North Slope Borough,Alaska
862635,0500000US02220,"Sitka City and Borough, Alaska",county,density,2018,3.0439999999999996,Sitka City and Borough,Alaska
862638,0500000US02090,"Fairbanks North Star Borough, Alaska",county,density,2018,13.58,Fairbanks North Star Borough,Alaska
862641,0500000US02130,"Ketchikan Gateway Borough, Alaska",county,density,2018,2.841,Ketchikan Gateway Borough,Alaska
862644,0500000US02170,"Matanuska-Susitna Borough, Alaska",county,density,2018,4.205,Matanuska-Susitna Borough,Alaska
862647,0500000US02180,"Nome Census Area, Alaska",county,density,2018,0.43200000000000005,Nome Census Area,Alaska
862650,0500000US02070,"Dillingham Census Area, Alaska",county,density,2018,0.268,Dillingham Census Area,Alaska
862653,0500000US02100,"Haines Borough, Alaska",county,density,2018,1.0859999999999999,Haines Borough,Alaska
862656,0500000US02282,"Yakutat City and Borough, Alaska",county,density,2018,0.09,Yakutat City and Borough,Alaska
862659,0500000US02110,"Juneau City and Borough, Alaska",county,density,2018,11.966,Juneau City and Borough,Alaska
862662,0500000US02164,"Lake and Peninsula Borough, Alaska",county,density,2018,0.057999999999999996,Lake and Peninsula Borough,Alaska
862665,0500000US02240,"Southeast Fairbanks Census Area, Alaska",county,density,2018,0.278,Southeast Fairbanks Census Area,Alaska
862668,0500000US02290,"Yukon-Koyukuk Census Area, Alaska",county,density,2018,0.037000000000000005,Yukon-Koyukuk Census Area,Alaska
862671,0500000US02020,"Anchorage Municipality, Alaska",county,density,2018,173.705,Anchorage Municipality,Alaska
862674,0500000US02013,"Aleutians East Borough, Alaska",county,density,2018,0.491,Aleutians East Borough,Alaska
862677,0500000US02230,"Skagway Municipality, Alaska",county,density,2018,2.346,Skagway Municipality,Alaska
862680,0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",county,density,2018,1.65,Prince of Wales-Hyder Census Area,Alaska
862683,0500000US02195,"Petersburg Borough, Alaska",county,density,2018,0.992,Petersburg Borough,Alaska
862686,0500000US04013,"Maricopa County, Arizona",county,density,2018,462.375,Maricopa County,Arizona
862689,0500000US04009,"Graham County, Arizona",county,density,2018,8.193999999999999,Graham County,Arizona
862692,0500000US04023,"Santa Cruz County, Arizona",county,density,2018,37.661,Santa Cruz County,Arizona
862695,0500000US04012,"La Paz County, Arizona",county,density,2018,4.601,La Paz County,Arizona
862698,0500000US04015,"Mohave County, Arizona",county,density,2018,15.481,Mohave County,Arizona
862701,0500000US04005,"Coconino County, Arizona",county,density,2018,7.531000000000001,Coconino County,Arizona
862704,0500000US04027,"Yuma County, Arizona",county,density,2018,37.691,Yuma County,Arizona
862707,0500000US04011,"Greenlee County, Arizona",county,density,2018,5.156000000000001,Greenlee County,Arizona
862710,0500000US04021,"Pinal County, Arizona",county,density,2018,78.22399999999999,Pinal County,Arizona
862713,0500000US05123,"St. Francis County, Arkansas",county,density,2018,41.423,St. Francis County,Arkansas
862716,0500000US05145,"White County, Arkansas",county,density,2018,76.134,White County,Arkansas
862719,0500000US05099,"Nevada County, Arkansas",county,density,2018,13.661,Nevada County,Arkansas
862722,0500000US05037,"Cross County, Arkansas",county,density,2018,27.576999999999998,Cross County,Arkansas
862725,0500000US05043,"Drew County, Arkansas",county,density,2018,22.336,Drew County,Arkansas
862728,0500000US05027,"Columbia County, Arkansas",county,density,2018,31.188000000000002,Columbia County,Arkansas
862731,0500000US05125,"Saline County, Arkansas",county,density,2018,163.085,Saline County,Arkansas
862734,0500000US05141,"Van Buren County, Arkansas",county,density,2018,23.56,Van Buren County,Arkansas
862737,0500000US05065,"Izard County, Arkansas",county,density,2018,23.354,Izard County,Arkansas
862740,0500000US05079,"Lincoln County, Arkansas",county,density,2018,24.389,Lincoln County,Arkansas
862743,0500000US05083,"Logan County, Arkansas",county,density,2018,30.725,Logan County,Arkansas
862746,0500000US05035,"Crittenden County, Arkansas",county,density,2018,80.381,Crittenden County,Arkansas
862749,0500000US05047,"Franklin County, Arkansas",county,density,2018,29.201999999999998,Franklin County,Arkansas
862752,0500000US05109,"Pike County, Arkansas",county,density,2018,17.995,Pike County,Arkansas
862755,0500000US05069,"Jefferson County, Arkansas",county,density,2018,80.878,Jefferson County,Arkansas
862758,0500000US05097,"Montgomery County, Arkansas",county,density,2018,11.530999999999999,Montgomery County,Arkansas
862761,0500000US05127,"Scott County, Arkansas",county,density,2018,11.702,Scott County,Arkansas
862764,0500000US05131,"Sebastian County, Arkansas",county,density,2018,239.628,Sebastian County,Arkansas
862767,0500000US05007,"Benton County, Arkansas",county,density,2018,305.633,Benton County,Arkansas
862770,0500000US05017,"Chicot County, Arkansas",county,density,2018,16.803,Chicot County,Arkansas
862773,0500000US05071,"Johnson County, Arkansas",county,density,2018,39.847,Johnson County,Arkansas
862776,0500000US05077,"Lee County, Arkansas",county,density,2018,15.595,Lee County,Arkansas
862779,0500000US05115,"Pope County, Arkansas",county,density,2018,78.32600000000001,Pope County,Arkansas
862782,0500000US05041,"Desha County, Arkansas",county,density,2018,15.475,Desha County,Arkansas
862785,0500000US05049,"Fulton County, Arkansas",county,density,2018,19.636,Fulton County,Arkansas
862788,0500000US05051,"Garland County, Arkansas",county,density,2018,145.026,Garland County,Arkansas
862791,0500000US05117,"Prairie County, Arkansas",county,density,2018,12.722999999999999,Prairie County,Arkansas
