id_x,name_x,city,county,Area_name,State,country,holeCount,rating,latitude,longitude,zipcode,PopDensity,total_pop,total_income,avg_income,MedianHHIncome,region,fips,County
cosmos-county-park,Cosmos County Park,Cosmos,Meeker County,"Meeker County, MN",MN,USA,9,,44.9349596,-94.6962391,56228,37.948,470,21641,46044.68085106383,66861.0,midwest,27093,Meeker County
lakedale-campground,Lakedale Campground,Dassel,Meeker County,"Meeker County, MN",MN,USA,9,,45.10117570000001,-94.3035102,55325,37.948,2180,148372,68060.5504587156,66861.0,midwest,27093,Meeker County
court-square-park,Court Square Park,Belle Plaine,Scott County,"Scott County, MN",MN,USA,6,,44.6266851,-93.7660258,56011,402.193,4540,317411,69914.31718061674,99924.0,midwest,27139,Scott County
new-market-disc-golf-course,New Market Disc Golf Course,Lakeville,Scott County,"Scott County, MN",MN,USA,18,,44.6168975,-93.34095,55044,402.193,27820,3023478,108680.01437814524,99924.0,midwest,27139,Scott County
lions-park-i,Lions Park I,Shakopee,Scott County,"Scott County, MN",MN,USA,18,3.0,44.7859815,-93.53981490000001,55379,402.193,22700,1849259,81465.15418502201,99924.0,midwest,27139,Scott County
windrose-park,Windrose Park,Elko New Market,Scott County,"Scott County, MN",MN,USA,9,,44.5598127,-93.309788,55020,402.193,1890,177381,93852.38095238096,99924.0,midwest,27139,Scott County
dawson-disc-golf-course,Dawson Disc Golf Course,Dawson,Lac qui Parle County,"Lac qui Parle County, MN",MN,USA,15,,44.927428000000006,-96.0572045,56232,8.853,1070,65625,61331.77570093457,65446.0,midwest,27073,Lac qui Parle County
madison-area-disc-golf-course,Madison Area Disc Golf Course,Madison,Lac qui Parle County,"Lac qui Parle County, MN",MN,USA,9,,45.018336100000006,-96.19175609999999,56256,8.853,1150,72853,63350.43478260869,65446.0,midwest,27073,Lac qui Parle County
detroit-lakes-city-park,Detroit Lakes City Park,Detroit Lakes,Becker County,"Becker County, MN",MN,USA,18,,46.8044331,-95.84191209999999,56501,25.679,8140,534263,65634.27518427519,60159.0,midwest,27005,Becker County
long-lake-park,Long Lake Park,Detroit Lakes,Becker County,"Becker County, MN",MN,USA,9,,46.8247821,-95.8908635,56501,25.679,8140,534263,65634.27518427519,60159.0,midwest,27005,Becker County
meadow-lake-campsite,Meadow Lake Campsite,Detroit Lakes,Becker County,"Becker County, MN",MN,USA,9,,46.7513383,-95.8642141,56501,25.679,8140,534263,65634.27518427519,60159.0,midwest,27005,Becker County
frazee-disc-golf-course,Frazee Disc Golf Course,Frazee,Becker County,"Becker County, MN",MN,USA,9,,46.7227398,-95.70993359999999,56544,25.679,2470,143727,58189.06882591093,60159.0,midwest,27005,Becker County
many-point-scout-camp,Many Point Scout Camp,Ponsford,Becker County,"Becker County, MN",MN,USA,9,,47.0729342,-95.52144240000001,56575,25.679,250,11411,45644.0,60159.0,midwest,27005,Becker County
rainbow-resort,Rainbow Resort,Waubun,Becker County,"Becker County, MN",MN,USA,9,2.0,47.0997314,-95.56737509999999,56589,25.679,790,38084,48207.59493670887,60159.0,midwest,27005,Becker County
disc-o-park-disc-golf-course,Disc-O Park Disc Golf Course,Halstad,Cass County,"Cass County, MN",MN,USA,9,,46.9247295,-96.7805905,56548,14.356,330,20219,61269.696969696975,52271.0,midwest,27021,Cass County
pine-river-backus-schools-disc-golf-course,Pine River Backus Schools Disc Golf Course,Pine River,Cass County,"Cass County, MN",MN,USA,9,,46.726846200000004,-94.4070329,56474,14.356,2030,103095,50785.71428571429,52271.0,midwest,27021,Cass County
dower-lake-oaks-disc-golf-course,Dower Lake Oaks Disc Golf Course,Staples,Todd County,"Todd County, MN",MN,USA,9,3.0,46.3582408,-94.8519022,56479,25.863000000000003,2380,116068,48768.06722689076,52842.0,midwest,27153,Todd County
pine-grove-park-disc-golf-course,Pine Grove Park Disc Golf Course,Staples,Todd County,"Todd County, MN",MN,USA,9,5.0,46.341832000000004,-94.7971416,56479,25.863000000000003,2380,116068,48768.06722689076,52842.0,midwest,27153,Todd County
fairy-lake-disc-golf-course,Fairy Lake Disc Golf Course,Sauk Centre,Todd County,"Todd County, MN",MN,USA,9,3.0,45.7823753,-94.9359436,56378,25.863000000000003,3750,225703,60187.46666666666,52842.0,midwest,27153,Todd County
saukinac-campground-disc-golf,Saukinac Campground Disc Golf,Sauk Centre,Todd County,"Todd County, MN",MN,USA,9,,45.8224281,-94.9153791,56378,25.863000000000003,3750,225703,60187.46666666666,52842.0,midwest,27153,Todd County
lake-charlotte-disc-golf-course,Lake Charlotte Disc Golf Course,Long Prairie,Todd County,"Todd County, MN",MN,USA,9,,45.968889399999995,-94.855243,56347,25.863000000000003,3260,154014,47243.558282208585,52842.0,midwest,27153,Todd County
driesner-park,Driesner Park,Austin,Mower County,"Mower County, MN",MN,USA,18,3.0,43.66553820000001,-92.96511,55912,55.673,13700,865059,63142.992700729934,61565.0,midwest,27099,Mower County
todd-park,Todd Park,Austin,Mower County,"Mower County, MN",MN,USA,21,4.0,43.6899481,-92.9547392,55912,55.673,13700,865059,63142.992700729934,61565.0,midwest,27099,Mower County
grand-meadow-school-disc-golf-course,Grand Meadow School Disc Golf Course,Grand Meadow,Mower County,"Mower County, MN",MN,USA,9,,43.70904,-92.5621022,55936,55.673,930,57089,61386.02150537634,61565.0,midwest,27099,Mower County
edgerton-dgc,Edgerton Disc Golf Course,Edgerton,Pipestone County,"Pipestone County, MN",MN,USA,9,,43.871447499999995,-96.1400562,56128,19.75,890,59060,66359.55056179775,58662.0,midwest,27117,Pipestone County
westview-disc-golf-course-0,Westview Disc Golf Course,Pipestone,Pipestone County,"Pipestone County, MN",MN,USA,12,,44.000747,-96.3353633,56164,19.75,2720,148150,54466.91176470588,58662.0,midwest,27117,Pipestone County
elbow-lake-disc-golf-course,Elbow Lake Disc Golf Course,Elbow Lake,Grant County,"Grant County, MN",MN,USA,9,,45.9869784,-95.96461590000001,56531,10.833,970,63873,65848.45360824742,66740.0,midwest,27051,Grant County
sumac-hills-disc-golf-course,Sumac Hills Disc Golf Course,Barrett,Grant County,"Grant County, MN",MN,USA,18,,45.9107726,-95.89026640000002,56311,10.833,300,15826,52753.33333333333,66740.0,midwest,27051,Grant County
evansville-dgc,Evansville School Disc Golf Course,Evansville,Douglas County,"Douglas County, MN",MN,USA,9,,46.00615120000001,-95.6876411,56326,58.37600000000001,740,40148,54254.05405405405,69848.0,midwest,27041,Douglas County
hidden-meadows,Mont du Lac - Hidden Meadows,Superior,Douglas County,"Douglas County, MN",MN,USA,18,,46.6561884,-92.28750129999999,55810,58.37600000000001,4390,267866,61017.31207289294,69848.0,midwest,27041,Douglas County
foley-high-school,Foley High School,Foley,Benton County,"Benton County, MN",MN,USA,9,,45.6704974,-93.9089677,56329,97.426,3400,209989,61761.470588235294,70143.0,midwest,27009,Benton County
mayhew-creek-park-disc-golf-course,Mayhew Creek Park Disc Golf Course,Sauk Rapids,Benton County,"Benton County, MN",MN,USA,18,4.0,45.610845399999995,-94.1268741,56379,97.426,8520,526103,61749.17840375586,70143.0,midwest,27009,Benton County
osprey-disc-golf-course-benton-beach,Osprey Disc Golf Course at Benton Beach,Rice,Benton County,"Benton County, MN",MN,USA,18,,45.7492571,-94.1662882,56367,97.426,3440,242351,70450.87209302325,70143.0,midwest,27009,Benton County
pine-ridge-disc-golf-course,Pine Ridge Disc Golf Course,Royalton,Benton County,"Benton County, MN",MN,USA,9,4.0,45.7492571,-94.1662882,56373,97.426,1480,92399,62431.75675675676,70143.0,midwest,27009,Benton County
heartland-park-disc-golf-course,Heartland Park Disc Golf Course,Park Rapids,Hubbard County,"Hubbard County, MN",MN,USA,9,,46.9655191,-94.8520574,56470,22.537,4940,283252,57338.461538461524,62750.0,midwest,27057,Hubbard County
nevis-disc-golf-course,Nevis Disc Golf Course,Nevis,Hubbard County,"Hubbard County, MN",MN,USA,5,,46.9655191,-94.8520574,56467,22.537,1180,76312,64671.18644067798,62750.0,midwest,27057,Hubbard County
henton-park,Henton Park,Olivia,Renville County,"Renville County, MN",MN,USA,6,,44.78389050000001,-94.9884062,56277,14.977,1470,86969,59162.5850340136,56296.0,midwest,27129,Renville County
sunrise-park-1,Sunrise Park,Olivia,Renville County,"Renville County, MN",MN,USA,3,,44.7730099,-94.9779074,56277,14.977,1470,86969,59162.5850340136,56296.0,midwest,27129,Renville County
renville-county-west-disc-golf-course,Renville County West Disc Golf Course,Renville,Renville County,"Renville County, MN",MN,USA,9,,44.7920595,-95.2050834,56284,14.977,940,51361,54639.361702127666,56296.0,midwest,27129,Renville County
johnson-park-disc-golf-course,Johnson Park Disc Golf Course,Redwood Falls,Redwood County,"Redwood County, MN",MN,USA,9,,44.550662,-95.125186,56283,17.45,3210,190613,59380.99688473519,61316.0,midwest,27127,Redwood County
kuhar-park-disc-golf-course,Kuhar Park Disc Golf Course,Lamberton,Redwood County,"Redwood County, MN",MN,USA,9,,44.2461593,-95.2746475,56152,17.45,660,36993,56050.0,61316.0,midwest,27127,Redwood County
upper-plum-creek-park,Upper Plum Creek Park,Walnut Grove,Redwood County,"Redwood County, MN",MN,USA,9,4.0,44.2120415,-95.4929382,56180,17.45,570,29447,51661.403508771924,61316.0,midwest,27127,Redwood County
koa-campground-0,K.O.A. Campground,Owatonna,Steele County,"Steele County, MN",MN,USA,9,,44.0517708,-93.2536912,55060,85.363,14650,924712,63120.273037542654,70532.0,midwest,27147,Steele County
river-rock-disc-golf-course,River Rock Disc Golf Course,Owatonna,Steele County,"Steele County, MN",MN,USA,9,,44.096177000000004,-93.1967043,55060,85.363,14650,924712,63120.273037542654,70532.0,midwest,27147,Steele County
victory-field-disc-golf-course,Victory Field Disc Golf Course,Blooming Prairie,Steele County,"Steele County, MN",MN,USA,9,,43.8666294,-93.04880909999999,55917,85.363,1660,104485,62942.771084337364,70532.0,midwest,27147,Steele County
kamp-dels-disc-golf-course,Kamp Dels Disc Golf Course,Waterville,Le Sueur County,"Le Sueur County, MN",MN,USA,9,,44.2261893,-93.5612166,56096,62.356,1510,88363,58518.54304635763,78559.0,midwest,27079,Le Sueur County
mayo-park,Mayo Park,Le Sueur,Le Sueur County,"Le Sueur County, MN",MN,USA,9,1.0,44.4806929,-93.8957628,56058,62.356,3070,178065,58001.628664495125,78559.0,midwest,27079,Le Sueur County
southside-park,Southside Park,New Prague,Le Sueur County,"Le Sueur County, MN",MN,USA,9,,44.5372731,-93.5786093,56071,62.356,6260,495418,79140.2555910543,78559.0,midwest,27079,Le Sueur County
lawcon-park-disc-golf-course,Lawcon Park Disc Golf Course,Mountain Lake,Cottonwood County,"Cottonwood County, MN",MN,USA,9,,43.944946200000004,-94.9494323,56159,17.807000000000006,1220,65485,53676.22950819672,53525.0,midwest,27033,Cottonwood County
mayflower-park-disc-golf-course,Mayflower Park Disc Golf Course,Windom,Cottonwood County,"Cottonwood County, MN",MN,USA,9,2.0,43.8896751,-95.15748590000001,56101,17.807000000000006,2890,159777,55286.15916955016,53525.0,midwest,27033,Cottonwood County
lions-park-disc-golf-course-0,Lion's Park Disc Golf Course,Kasson,Dodge County,"Dodge County, MN",MN,USA,9,,44.0255926,-92.7565208,55944,46.854,3860,253388,65644.55958549224,77340.0,midwest,27039,Dodge County
lions-park-ii,Lions Park II,Thief River Falls,Pennington County,"Pennington County, MN",MN,USA,9,3.0,48.117262200000006,-96.18120490000001,56701,23.005,6360,375980,59116.352201257854,64240.0,midwest,27113,Pennington County
oakland-park,Oakland Park,Thief River Falls,Pennington County,"Pennington County, MN",MN,USA,9,,48.102587400000004,-96.18128349999999,56701,23.005,6360,375980,59116.352201257854,64240.0,midwest,27113,Pennington County
lofgren-park,Lofgren Park,Littlefork,Koochiching County,"Koochiching County, MN",MN,USA,9,,48.3971326,-93.5597379,56653,4.073,580,30062,51831.03448275862,56870.0,midwest,27071,Koochiching County
rainy-river-disc-golf,Rainy River Disc Golf,International Falls,Koochiching County,"Koochiching County, MN",MN,USA,12,,48.590065,-93.43090600000001,56649,4.073,4420,231658,52411.31221719457,56870.0,midwest,27071,Koochiching County
luther-hollow-disc-golf-course,Luther Hollow Disc Golf Course,New Ulm,Brown County,"Brown County, MN",MN,USA,9,,44.3050144,-94.4703131,56073,41.256,8650,509331,58882.196531791924,61978.0,midwest,27015,Brown County
nehls-park,Nehl's Park,New Ulm,Brown County,"Brown County, MN",MN,USA,9,3.0,44.295537599999996,-94.4616315,56073,41.256,8650,509331,58882.196531791924,61978.0,midwest,27015,Brown County
south-park-0,South Park,New Ulm,Brown County,"Brown County, MN",MN,USA,9,,44.293493700000006,-94.4458666,56073,41.256,8650,509331,58882.196531791924,61978.0,midwest,27015,Brown County
mound-creek-county-park,Mound Creek County Park,Sanborn,Brown County,"Brown County, MN",MN,USA,9,3.0,44.1229727,-95.08850240000001,56019,41.256,430,22979,53439.53488372093,61978.0,midwest,27015,Brown County
sleepy-eye-sportsmens-park-disc-golf,Sleepy Eye Sportsmen's Park Disc Golf,Sleepy Eye,Brown County,"Brown County, MN",MN,USA,9,,44.3098869,-94.7290462,56085,41.256,2580,210661,81651.55038759693,61978.0,midwest,27015,Brown County
links-springfield,The Links of Springfield,Springfield,Brown County,"Brown County, MN",MN,USA,18,2.0,44.2372951,-94.97492740000001,56087,41.256,1490,84292,56571.81208053691,61978.0,midwest,27015,Brown County
mcgrath-park,McGrath Park,Barnesville,Clay County,"Clay County, MN",MN,USA,9,,46.6539843,-96.4234708,56514,60.076,1810,120150,66381.21546961326,74266.0,midwest,27027,Clay County
memorial-riverfront-park,Memorial Riverfront Park,Moorhead,Clay County,"Clay County, MN",MN,USA,13,,46.8773579,-96.7683658,56560,60.076,19300,1109889,57507.202072538865,74266.0,midwest,27027,Clay County
woodlawn-park,Woodlawn Park,Moorhead,Clay County,"Clay County, MN",MN,USA,18,,46.8706514,-96.7760304,56560,60.076,19300,1109889,57507.202072538865,74266.0,midwest,27027,Clay County
river-bend-park-disc-golf-course,River Bend Park Disc Golf Course,Hawley,Clay County,"Clay County, MN",MN,USA,9,,46.87378870000001,-96.3113568,56549,60.076,2380,171056,71872.26890756303,74266.0,midwest,27027,Clay County
memorial-park-disc-golf-course-0,Memorial Park Disc Golf Course,St. James,Watonwan County,"Watonwan County, MN",MN,USA,9,3.0,43.9748059,-94.6373564,56081,25.228,2740,143537,52385.766423357665,60656.0,midwest,27165,Watonwan County
watona-park,Watona Park,Madelia,Watonwan County,"Watonwan County, MN",MN,USA,9,2.0,44.045367,-94.41342159999999,56062,25.228,1530,85583,55936.60130718953,60656.0,midwest,27165,Watonwan County
menagha-disc-golf-course,Menagha Disc Golf Course,Menahga,Wadena County,"Wadena County, MN",MN,USA,12,,46.7928385,-95.1131902,56464,25.446,1970,99781,50650.2538071066,46968.0,midwest,27159,Wadena County
sebeka-disc-golf-course,Sebeka Disc Golf Course,Sebeka,Wadena County,"Wadena County, MN",MN,USA,9,,46.6268801,-95.0930214,56477,25.446,1100,50498,45907.272727272735,46968.0,midwest,27159,Wadena County
sunnybrook-park,Sunnybrook Park,Wadena,Wadena County,"Wadena County, MN",MN,USA,9,4.0,46.4397774,-95.1206163,56482,25.446,2960,149955,50660.472972972966,46968.0,midwest,27159,Wadena County
moose-park,Moose Park,Karlstad,Kittson County,"Kittson County, MN",MN,USA,9,,48.5803053,-96.5256536,56732,3.947,500,25888,51776.0,51016.0,midwest,27069,Kittson County
nicollet-disc-golf-course,Nicollet Disc Golf Course,Nicollet,Nicollet County,"Nicollet County, MN",MN,USA,9,,44.311608299999996,-93.9630926,56074,75.325,990,66421,67091.9191919192,75827.0,midwest,27103,Nicollet County
st-peter-high-school-disc-golf-course,St. Peter High School Disc Golf Course,St. Peter,Nicollet County,"Nicollet County, MN",MN,USA,9,,44.326326,-93.9848061,56082,75.325,5940,406086,68364.64646464647,75827.0,midwest,27103,Nicollet County
st-peter-riverside-park,St. Peter Riverside Park,St. Peter,Nicollet County,"Nicollet County, MN",MN,USA,18,2.0,44.3155266,-93.9585122,56082,75.325,5940,406086,68364.64646464647,75827.0,midwest,27103,Nicollet County
north-park-disc-golf-course-0,North Park Disc Golf Course,Alden,Freeborn County,"Freeborn County, MN",MN,USA,9,,43.6727871,-93.3769729,56009,43.172,740,42170,56986.48648648649,62233.0,midwest,27047,Freeborn County
oak-island-disc-golf-course-bancroft-bay-park,Oak Island Disc Golf Course at Bancroft Bay Park,Albert Lea,Freeborn County,"Freeborn County, MN",MN,USA,18,,43.6722944,-93.3767344,56007,43.172,10010,557738,55718.08191808192,62233.0,midwest,27047,Freeborn County
riverland-community-disc-golf-course,Riverland Community Disc Golf Course,Albert Lea,Freeborn County,"Freeborn County, MN",MN,USA,18,,43.67755800000001,-93.3530809,56007,43.172,10010,557738,55718.08191808192,62233.0,midwest,27047,Freeborn County
tall-grass-disc-golf-course-bancroft-bay-park,Tall Grass Disc Golf Course at Bancroft Bay Park,Albert Lea,Freeborn County,"Freeborn County, MN",MN,USA,18,3.0,43.6727871,-93.3769729,56007,43.172,10010,557738,55718.08191808192,62233.0,midwest,27047,Freeborn County
oak-leaf-park,Oak Leaf Park,Glencoe,McLeod County,"McLeod County, MN",MN,USA,9,,44.7591145,-94.15918190000001,55336,72.893,4050,239365,59102.46913580247,76095.0,midwest,27085,McLeod County
ridgewater-college-0,Ridgewater College,Hutchinson,McLeod County,"McLeod County, MN",MN,USA,9,,44.873508799999996,-94.3720909,55350,72.893,9270,587243,63348.7594390507,76095.0,midwest,27085,McLeod County
seventh-day-adventist-church,Seventh-Day Adventist Church,Hutchinson,McLeod County,"McLeod County, MN",MN,USA,9,,44.902386299999996,-94.3687412,55350,72.893,9270,587243,63348.7594390507,76095.0,midwest,27085,McLeod County
south-park,South Park,Hutchinson,McLeod County,"McLeod County, MN",MN,USA,9,,44.8890441,-94.3738577,55350,72.893,9270,587243,63348.7594390507,76095.0,midwest,27085,McLeod County
second-avenue-park-disc-golf-course,Second Avenue Park Disc Golf Course,Lester Prairie,McLeod County,"McLeod County, MN",MN,USA,9,,44.88258920000001,-94.0379596,55354,72.893,1340,86827,64796.26865671641,76095.0,midwest,27085,McLeod County
okabena-practice-area,Okabena Practice Area,Okabena,Jackson County,"Jackson County, MN",MN,USA,2,,43.7408919,-95.3166975,56161,14.292,200,10294,51470.0,62766.0,midwest,27063,Jackson County
pomme-de-terre-park-disc-golf-course,Pomme De Terre Park Disc Golf Course,Morris,Stevens County,"Stevens County, MN",MN,USA,9,2.0,45.583155700000006,-95.88179509999999,56267,17.36,3020,202012,66891.39072847682,68234.0,midwest,27149,Stevens County
prairie-island-park-disc-golf-course,Prairie Island Park Disc Golf Course,Winona,Winona County,"Winona County, MN",MN,USA,18,,44.0429428,-91.65110920000001,55987,81.199,15010,994487,66254.96335776149,65302.0,midwest,27169,Winona County
willows,The Willows,Winona,Winona County,"Winona County, MN",MN,USA,18,3.0,44.037611,-91.625075,55987,81.199,15010,994487,66254.96335776149,65302.0,midwest,27169,Winona County
woods-st-marys,The Woods at St. Mary's,Winona,Winona County,"Winona County, MN",MN,USA,18,4.0,44.0447724,-91.6957837,55987,81.199,15010,994487,66254.96335776149,65302.0,midwest,27169,Winona County
west-lake-disc-golf-course-lake-park,West Lake Disc Golf Course at Lake Park,Winona,Winona County,"Winona County, MN",MN,USA,9,2.0,44.037611,-91.625075,55987,81.199,15010,994487,66254.96335776149,65302.0,midwest,27169,Winona County
st-charles-disc-golf-course,St. Charles Disc Golf Course,St. Charles,Winona County,"Winona County, MN",MN,USA,18,3.0,43.9589691,-92.0479965,55972,81.199,2430,156374,64351.440329218116,65302.0,midwest,27169,Winona County
rez-park,Rez Park,Hills,Rock County,"Rock County, MN",MN,USA,9,1.0,43.5285833,-96.3642026,56138,19.511,400,22668,56670.0,64588.0,midwest,27133,Rock County
riebe-park,Riebe Park,Princeton,Mille Lacs County,"Mille Lacs County, MN",MN,USA,9,3.0,45.5736163,-93.5754354,55371,44.955,8230,510876,62074.848116646426,55547.0,midwest,27095,Mille Lacs County
rum-river-disc-golf-course-recreation-park,Rum River Disc Golf Course at Recreation Park,Milaca,Mille Lacs County,"Mille Lacs County, MN",MN,USA,9,,45.755319,-93.65737,56353,44.955,4340,245328,56527.188940092165,55547.0,midwest,27095,Mille Lacs County
roseau-city-park-disc-golf,Roseau City Park Disc Golf,Roseau,Roseau County,"Roseau County, MN",MN,USA,9,,48.836023,-95.750313,56751,9.25,2750,169887,61777.09090909091,61775.0,midwest,27135,Roseau County
trollskogen-park-disc-golf-course,Trollskogen Park Disc Golf Course,Spring Grove,Houston County,"Houston County, MN",MN,USA,9,,43.5579348,-91.64315390000002,55974,33.806,990,54546,55096.969696969696,61117.0,midwest,27055,Houston County
twin-creeks-disc-golf-course,Twin Creeks Disc Golf Course,Hokah,Houston County,"Houston County, MN",MN,USA,19,,43.7564615,-91.3547038,55941,33.806,500,28656,57312.0,61117.0,midwest,27055,Houston County
voyageur-park,Voyageur Park,Pine City,Pine County,"Pine County, MN",MN,USA,9,1.0,45.8310734,-92.9718926,55063,20.64,4340,239930,55283.410138248844,58733.0,midwest,27115,Pine County
warren-disc-golf-course,Warren Disc Golf Course,Warren,Marshall County,"Marshall County, MN",MN,USA,9,,48.2044756,-96.75245550000001,56762,5.291,1190,79937,67173.94957983193,62240.0,midwest,27089,Marshall County
winthrop-city-park,Winthrop City Park,Winthrop,Sibley County,"Sibley County, MN",MN,USA,9,,44.5458761,-94.36681429999999,55396,25.327,1040,59642,57348.07692307692,61225.0,midwest,27143,Sibley County
